Name,Writer,Likes,Genre,Rating,Subscribers,Summary,Update
Meow Man,Olso,3.8,Comedy,9.7,306.3,"What if your dream date turns out to be... a cat? Such is the dilemma for Bonnie, a young woman who wanted love and ended up with Claude, a highly needy half-man-half-cat instead. Will they be able to make it work? Is sharing the litterbox going to be a huge problem? And what ARE her friends going to think? Read Meow Man to see how this big ball of yarn unfurls.",COMPLETED
My Name is Benny,Sokomin,4.3,Slice of life,9.73,245.1,Follow along with the adventures of weirdo Benny and her friends!,COMPLETED
Library Ghost,Mikey Heller,246490.0,Comedy,8.77,63.9,"Here is a ghost that works at the library; however, do NOT be afraid! He is just like you who does weird things and totally screws everything up. Library Ghost is taking a recess at the moment!",COMPLETED
Waffles & Pancakes,DT Saranya,8.7,Slice of life,9.61,206.2,"Two best friends attempt to answer life's greatest mysteries, such as ""what if our butts had nipples?"" This is a story of fart jokes and friendship. Currently updates on Tue, Thur, Sat. May not be suitable for younger audiences due to strong language and sexual references.",COMPLETED
Lorna,Benji Nate,347524.0,Slice of life,8.42,46.9,"You don't want to mess with Bad Girl Lorna or her motley crew of cats, raccoons, and best friend Norma.",COMPLETED
As Per Usual,Dami Lee,9.4,Slice of life,9.41,486.8,"Have you ever eaten a sandwich so vigorously that crumbs got all over your hair and when you went to brush it off, split ends from your tired, disintegrating hair also fell out and you had to ask yourself, 'Am I even real?' No? Just me? Okay. Anyway, this is a comic about learning to be a real lady person.",COMPLETED
A Budgie's Life,Muffin Girl,7.1,Slice of life,9.79,337.6,"When it comes to birds we think they are just fluttering little creatures who have no contact with humans whatsoever. But bird owners know that's not true! Like pet dogs and cats, birds have a personality of their own..",COMPLETED
HAPI BUNI,Ryan Pagelow,2.6,Comedy,9.52,173.1,"Hapi Buni is a dark comic about an optimistic bunny with terrible luck. Always positive, Buni doesn't understand that the cute world he lives in is usually out to get him. The girl he loves, loves someone else. And his best intentions never seem to work. Yet he wakes up each day, hoping for the best. He also lives with his cynical father who is the opposite of Buni.",COMPLETED
Cat Loaf Adventures,kyutepastry,2.1,Slice of life,9.58,290.4,Follow the adventures of Cat Loaf and other pastry treats!,COMPLETED
dustinteractive,Dustin Rogers,8.1,Comedy,9.34,326.2,Dustin squiggles about being Frank.,COMPLETED
Warning Label,Thomas F. Zahler,439776.0,Romance,8.95,130.7,"Danielle was cursed by an ex-boyfriend, and now, anytime someone asks her out, they get the warning label. It's scared a few people off, but even the ones who stay wind up bailing when the list turns out to be true.",COMPLETED
How to Love,Dorris McComics,635608.0,Slice of life,9.51,113.3,"A heart-warming, heart-cooking, heart-eating, heart-digesting guide to love.",COMPLETED
Girls Have a Blog,Sarah Bollinger / Tara Kurtzhals,686397.0,Slice of life,9.17,134.3,"Creating comics, playing videos games, eating burgers - everything is better when it's with your best friend. Learn how to adult with Tara and Sarah every Saturday!",COMPLETED
Moon You,Cho Seok,705353.0,Sci-fi,9.71,143.9,"After an asteroid destroys Earth, Moon Yoo unintentionally becomes the last person in existence, or so he thinks. Stuck on a research facility on the moon, he struggles with being the last person alive. Little does he know that humankind is watching his every move from Earth.",COMPLETED
1111 Animals,1111,249838.0,Comedy,8.9,47.4,The secret lives of animals,COMPLETED
Apocalyptic Horseplay,Boredman,1.1,Supernatural,9.72,137.7,"The terrible Horsemen of the Apocalypse have reformed and sworn off their ancient ways. Now retired and leading peaceful lives in a small town of England, these ancient calamities eventually find their anonymity, as well as their very existence, threatened by the arrival of one nosy student journalistâ€¦ and a child who could bring about the End of the World.",COMPLETED
Behind the GIFs,AC Stuart / Kat Swenski,8.4,Comedy,9.49,326.8,"While exploring the dusty catacombs of a Pharaoh's tomb, intrepid explorers AC Stuart and Kat Swenski discovered an ancient relic that imbued them with the power to see the story behind any animated GIF. In a separate incident, they were bitten by a radioactive cartoonist. They now use their combined powers to explore the truth Behind the GIF.",COMPLETED
MercWorks,David Mercier,495421.0,Slice of life,9.13,54.4,"Comics to fill the uncontrollable, overarching void in your life! Of course, they probably won't.",COMPLETED
Illusions of Adulting,Sara Zimmerman/Unearthed Comics,151337.0,Slice of life,5.94,66.5,"An ongoing dramatic, dark comedy about Hailey: A 20-something female who is trying so hard to live the California ""dream"" while colliding with the harsh reality of adult life.",COMPLETED
I Don't Want This Kind of Hero,samchon,3.0,Superhero,9.74,351.6,"Naga, a high school student with psychic powers, gets recruited into the crime-fighting organization SPOON. He and his teammates Hyena and Sasa work together to save the world. Can they defeat KNIFE and find world peace?",COMPLETED
National Dog Day 2016,Various Artists,182208.0,Slice of life,9.55,37.3,Your beloved creators came together for LINE Webtoon's first anthology series to celebrate National Dog Day. Let's get this puppy party started!,COMPLETED
The Gentleman's Armchair,Wes,274389.0,Comedy,8.91,51.5,The Gentleman's Armchair is a comicâ€”that you read!,COMPLETED
3-Second Strip,Bae Jin-Soo,763081.0,Comedy,8.51,58.1,Just spend three seconds of your day on this three-panel comic!,COMPLETED
The Sound of Your Heart,Cho Seok,2.0,Comedy,9.56,138.3,"While it may seem like a mere depiction of everyday life, The Sound of Your Heart is a comedy filled to the brim with wit, sarcasm, and parody. It gives no regard for the probable or realistic- it is a series of absurd situations that is sure to get a laugh out of every reader willing to suspend their sense of reality.",COMPLETED
Up and Out,Julia Kaye,550111.0,Slice of life,8.87,65.3,A weird comic for a weird world.,COMPLETED
Trash Bird,Reza Farazmand,1.0,Comedy,9.54,95.2,"""I still love you, Trash Bird""",COMPLETED
Skate!!! Fire 100,Mallowboo / Diggymungo,269676.0,Sports,9.62,81.3,"Etna and her Fire 100 skate crew had a simple plan for the summer: hang out with good friends and skate through every last inch of Juniper, the mountain valley paradise they call home. But Mt. Juniper, the town's long-dormant volcano has other plans. It's about to rain fire and brimstone down on their homeâ€¦that is unless the Fire 100 team can find a way to use their longboarding skills to protect the town from peril! Looks like it's going to be a crazy summer!",COMPLETED
Cluster Fudge,John McNamee,234342.0,Slice of life,8.54,27.1,"Cluster Fudge is a comic collection of whatever fudge happens to cluster in creator John McNamee's mind on a particular day. Common topic for Cluster Fudge include robots, wizards, Kierkegaardian existentialism, and robotic wizards. Warning: For external use only.",COMPLETED
Doodle for Food,Megan McKay,3.5,Slice of life,9.44,186.2,Cute and funny comics with a pinch of biting humor.,COMPLETED
MOONBEARD,James Squires,389269.0,Comedy,9.26,57.8,Moonbeard is a comic in which characters interact with each other inside tiny boxes. Don't they know there's a whole world out there?,COMPLETED
Polidiocy,Mahoney & Akel / Ryan Dunlavey,71205.0,Comedy,7.2,302.0,"In an era when mainstream media is giving the political establishment a reach-around, while sucking at the Teat of Corporate America, only one man can be trusted to give the American people the facts about what's really going on.
 
 Unfortunately, Walter Cronkite is dead.
 
 That leaves it up to The Polidiot to make sense of the political landscape in his weekly bedroom broadcast, Polidiocy.
 So join us each week America, and together we can figure out the best route to Canada after the November election.",COMPLETED
RANDOMPHILIA,Devin Bosco Le,1.0,Comedy,9.41,80.2,A world where logic does not exist and anything is possible. The only limit is your imagination. Bite-sized comics with dry humor for the broken souls.,COMPLETED
Eat Fighter,Crystal Skillman / Fred Van Lente / Fernando Pinto,68599.0,Sports,5.41,27.8,"Eat Fighter is a competitive eating, zombie murder epic that follows Miss, a thirty-something fitness nut who throws away her kale and step-counting ways to become a superstar on the competitive eating circuit. Following the lifestyle of her late brother, who was a champion competitive eater himself, she embarks on a quest to Seoul to become the World Champion Eat Fighter. But eating barrels of barbecue and acres of apple pie doesn't come without a priceâ€”so what's Miss's secret as to why she can eat as much as she wants and never gain a pound?",COMPLETED
Lars,The Awkward Yeti,296962.0,Slice of life,8.52,45.6,The everyday misadventures of The Awkward Yeti,COMPLETED
A Bittersweet Life,Donggeon Lee,396601.0,Slice of life,9.31,85.4,"A collection of sweet stories about couples and singles, office workers and unemployed people. 
 But be warned: there's more than a touch of bitterness here.",COMPLETED
